Date,Activity,Group,Duration,Distance,Steps,Calories
8/4/14,walking,walking,6869,4.706,10024,493
8/4/14,bus,transport,2953,5.215,0,0
8/4/14,running,running,243,0.344,585,44
8/4/14,underground,transport,1670,6.884,0,0
8/5/14,walking,walking,8422,6.424,12260,673
8/5/14,bus,transport,1925,4.293,0,0
8/6/14,walking,walking,6617,4.934,10404,517
8/6/14,bus,transport,3247,7.080,0,0
8/6/14,transport,transport,2374,12.874,0,0
8/6/14,airplane,transport,4385,456.905,0,0
8/7/14,walking,walking,8691,6.226,13951,652
8/8/14,walking,walking,8602,6.041,12858,633
8/8/14,car,transport,569,2.085,0,0
8/9/14,walking,walking,8748,6.197,13168,649
8/10/14,walking,walking,5368,3.574,8064,374
