Date,Activity,Group,Duration,Distance,Steps,Calories
3/17/14,walking,walking,1698,0.800,2321,84
3/17/14,car,transport,546,2.105,0,0
3/17/14,bus,transport,616,1.468,0,0
3/18/14,walking,walking,3770,2.479,6004,260
3/18/14,bus,transport,1051,2.343,0,0
3/18/14,underground,transport,3114,12.434,0,0
3/18/14,airplane,transport,4693,458.632,0,0
3/19/14,walking,walking,3095,2.379,5025,249
3/20/14,walking,walking,4123,2.843,6284,298
3/21/14,walking,walking,3964,2.741,5441,287
3/21/14,transport,transport,8278,90.136,0,0
3/22/14,walking,walking,1723,1.182,2696,124
3/23/14,walking,walking,1921,1.415,3121,148
