Date,Activity,Group,Duration,Distance,Steps,Calories
12/9/13,walking,walking,6357,5.389,10699,565
12/9/13,transport,transport,3227,13.922,0,0
12/10/13,walking,walking,1781,0.905,2311,95
12/11/13,walking,walking,4143,3.181,6537,333
12/11/13,transport,transport,2333,8.794,0,0
12/12/13,walking,walking,5599,4.805,9648,503
12/13/13,walking,walking,2684,2.251,4289,236
12/13/13,transport,transport,35685,486.645,0,0
12/14/13,walking,walking,2204,1.762,3489,185
12/14/13,transport,transport,2302,9.656,0,0
12/14/13,running,running,150,0.168,385,22
12/15/13,walking,walking,2547,2.195,4109,230
