Date,Activity,Group,Duration,Distance,Steps,Calories
4/28/14,walking,walking,6457,4.273,9932,448
4/28/14,transport,transport,8076,77.306,0,0
4/29/14,transport,transport,9325,76.986,0,0
4/29/14,walking,walking,5001,3.301,7751,346
4/30/14,transport,transport,16640,2169.984,0,0
4/30/14,airplane,transport,5562,1005.152,0,0
4/30/14,walking,walking,4693,3.278,7205,343
5/1/14,walking,walking,6766,5.289,11079,554
5/1/14,transport,transport,714,4.049,0,0
5/2/14,walking,walking,5271,3.873,8418,406
5/3/14,walking,walking,3192,2.202,4684,231
5/3/14,transport,transport,1673,6.198,0,0
5/4/14,walking,walking,5825,4.788,10562,502
5/4/14,running,running,180,0.216,426,28
