Date,Activity,Group,Duration,Distance,Steps,Calories
9/29/14,walking,walking,4997,3.621,7886,379
9/30/14,walking,walking,5844,4.034,8868,423
10/1/14,walking,walking,6806,4.967,10770,520
10/1/14,transport,transport,532,2.024,0,0
10/2/14,walking,walking,8876,6.303,12379,660
10/3/14,walking,walking,3618,2.070,4828,217
10/3/14,underground,transport,2492,9.236,0,0
10/3/14,transport,transport,15461,1040.387,0,0
10/4/14,walking,walking,2894,1.572,2851,165
10/4/14,transport,transport,129,0.833,0,0
10/5/14,walking,walking,3066,1.914,4385,201
10/5/14,transport,transport,16993,1088.499,0,0
