Date,Activity,Group,Duration,Distance,Steps,Calories
2/24/14,walking,walking,6473,4.379,10110,459
2/25/14,walking,walking,2681,1.588,4251,166
2/26/14,walking,walking,693,0.296,779,31
2/27/14,walking,walking,2644,1.727,3749,181
2/27/14,transport,transport,30586,506.096,0,0
2/28/14,transport,transport,3526,8.310,0,0
2/28/14,walking,walking,1300,0.818,2043,86
3/1/14,walking,walking,1867,1.226,2898,128
3/1/14,transport,transport,2273,6.910,0,0
3/2/14,transport,transport,1369,1.409,0,0
3/2/14,walking,walking,414,0.318,779,33
