Date,Activity,Group,Duration,Distance,Steps,Calories
9/15/14,walking,walking,10245,7.739,16231,811
9/16/14,walking,walking,9082,5.883,13166,616
9/16/14,transport,transport,593,0.511,0,0
9/17/14,walking,walking,7078,5.297,10843,555
9/18/14,walking,walking,5055,3.579,8449,375
9/18/14,transport,transport,12714,482.625,0,0
9/19/14,walking,walking,2596,1.716,4087,180
9/20/14,walking,walking,7266,4.791,10766,502
9/20/14,bus,transport,645,1.026,0,0
9/20/14,transport,transport,625,1.632,0,0
9/20/14,car,transport,6911,82.729,0,0
9/21/14,walking,walking,3155,2.113,4255,221
9/21/14,car,transport,1985,7.753,0,0
9/21/14,airplane,transport,4676,464.339,0,0
9/21/14,underground,transport,2475,7.965,0,0
