Date,Activity,Group,Duration,Distance,Steps,Calories
7/28/14,walking,walking,10109,7.220,16209,756
7/28/14,bus,transport,2331,5.312,0,0
7/29/14,walking,walking,5192,4.310,8677,452
7/29/14,bus,transport,3816,6.529,0,0
7/30/14,walking,walking,11321,8.457,18336,886
7/30/14,bus,transport,1351,3.172,0,0
7/30/14,transport,transport,1832,3.658,0,0
7/31/14,walking,walking,8042,5.539,12736,580
7/31/14,transport,transport,1395,1.903,0,0
7/31/14,car,transport,1056,3.900,0,0
8/1/14,walking,walking,6814,4.749,9328,498
8/1/14,bus,transport,3199,6.523,0,0
8/2/14,walking,walking,8071,5.982,12747,627
8/2/14,car,transport,559,1.801,0,0
8/3/14,walking,walking,4240,2.668,6500,280
8/3/14,transport,transport,1172,5.696,0,0
8/3/14,underground,transport,721,2.364,0,0
8/3/14,car,transport,658,2.989,0,0
