Date,Activity,Group,Duration,Distance,Steps,Calories
1/27/14,walking,walking,2564,1.962,4119,206
1/28/14,walking,walking,4736,3.230,6861,338
1/28/14,transport,transport,210,0.647,0,0
1/29/14,walking,walking,4356,3.018,6434,316
1/29/14,transport,transport,2558,7.844,0,0
1/30/14,walking,walking,4905,3.960,8103,415
1/30/14,transport,transport,662,1.475,0,0
1/31/14,walking,walking,4930,4.076,7903,427
1/31/14,transport,transport,343,1.925,0,0
2/1/14,walking,walking,3579,2.413,5075,253
2/2/14,walking,walking,6379,5.220,10668,547
