Date,Activity,Group,Duration,Distance,Steps,Calories
6/30/14,walking,walking,5785,3.968,8547,416
7/1/14,walking,walking,5352,3.676,6788,385
7/2/14,walking,walking,6459,4.297,8342,450
7/2/14,transport,transport,15224,1050.990,0,0
7/3/14,walking,walking,7283,6.910,12095,724
7/3/14,transport,transport,2615,16.233,0,0
7/4/14,walking,walking,1785,1.064,2515,111
7/4/14,transport,transport,654,5.999,0,0
7/5/14,walking,walking,6249,6.122,11705,641
7/5/14,transport,transport,3724,18.409,0,0
7/5/14,running,running,150,0.280,375,35
7/6/14,walking,walking,3649,2.006,4885,210
7/6/14,transport,transport,5841,68.506,0,0
