Date,Activity,Group,Duration,Distance,Steps,Calories
10/6/14,walking,walking,7471,5.408,11270,567
10/7/14,walking,walking,5798,4.388,9136,460
10/8/14,walking,walking,4388,3.503,6597,367
10/9/14,walking,walking,6714,5.251,10065,550
10/10/14,walking,walking,6512,4.980,10209,522
10/10/14,transport,transport,10234,72.744,0,0
10/11/14,walking,walking,9300,5.618,12314,589
10/11/14,transport,transport,3531,32.741,0,0
10/12/14,walking,walking,4245,2.553,5825,267
10/12/14,transport,transport,10530,145.532,0,0
