Date,Activity,Group,Duration,Distance,Steps,Calories
8/1/14,walking,walking,6814,4.749,9328,498
8/1/14,bus,transport,3199,6.523,0,0
8/2/14,walking,walking,8101,5.991,12777,628
8/2/14,car,transport,559,1.801,0,0
8/3/14,walking,walking,4210,2.659,6470,279
8/3/14,transport,transport,1172,5.696,0,0
8/3/14,underground,transport,721,2.364,0,0
8/3/14,car,transport,658,2.989,0,0
8/4/14,walking,walking,6869,4.706,10024,493
8/4/14,bus,transport,2953,5.215,0,0
8/4/14,running,running,243,0.344,585,44
8/4/14,underground,transport,1670,6.884,0,0
8/5/14,walking,walking,8422,6.424,12260,673
8/5/14,bus,transport,1925,4.293,0,0
8/6/14,walking,walking,6617,4.934,10404,517
8/6/14,bus,transport,3247,7.080,0,0
8/6/14,transport,transport,2374,12.874,0,0
8/6/14,airplane,transport,4385,456.905,0,0
8/7/14,walking,walking,8691,6.226,13951,652
8/8/14,walking,walking,8602,6.041,12858,633
8/8/14,car,transport,569,2.085,0,0
8/9/14,walking,walking,8748,6.197,13168,649
8/10/14,walking,walking,5368,3.574,8064,374
8/11/14,walking,walking,8483,5.481,12674,574
8/12/14,walking,walking,6371,4.491,10225,470
8/13/14,walking,walking,5094,3.515,8018,368
8/13/14,car,transport,680,2.336,0,0
8/13/14,underground,transport,1021,2.140,0,0
8/14/14,walking,walking,7329,5.331,11659,559
8/15/14,walking,walking,7600,5.275,10577,553
8/15/14,underground,transport,1595,7.420,0,0
8/16/14,walking,walking,4732,3.618,7550,379
8/17/14,walking,walking,10325,7.991,15256,837
8/18/14,walking,walking,9054,7.293,14675,764
8/19/14,walking,walking,8911,6.468,13627,678
8/20/14,walking,walking,7398,5.833,12400,611
8/21/14,walking,walking,7875,6.582,12376,690
8/22/14,walking,walking,7144,4.891,11967,512
8/23/14,walking,walking,4806,2.704,6786,283
8/23/14,bus,transport,1654,4.732,0,0
8/23/14,underground,transport,1277,3.820,0,0
8/23/14,car,transport,1403,6.971,0,0
8/24/14,walking,walking,2851,1.712,4146,179
8/25/14,walking,walking,9014,7.313,14357,766
8/26/14,walking,walking,7826,5.477,12596,574
8/27/14,walking,walking,7195,5.364,11308,562
8/28/14,walking,walking,7053,5.551,12191,582
8/29/14,walking,walking,5832,4.130,8925,433
8/30/14,walking,walking,7314,5.332,10877,559
8/30/14,transport,transport,6292,49.651,0,0
8/31/14,walking,walking,6832,4.594,9245,481
8/31/14,transport,transport,7311,103.023,0,0
