Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
3/24/14,walking,walking,2014-03-24T09:39:35-04:00,2014-03-24T09:47:04-04:00,449,0.461,618,48
3/24/14,walking,walking,2014-03-24T09:51:02-04:00,2014-03-24T09:56:32-04:00,330,0.232,497,24
3/24/14,walking,walking,2014-03-24T10:20:35-04:00,2014-03-24T10:23:08-04:00,153,0.115,247,12
3/24/14,walking,walking,2014-03-24T12:52:47-04:00,2014-03-24T13:01:33-04:00,526,0.434,939,45
3/24/14,walking,walking,2014-03-24T14:17:39-04:00,2014-03-24T14:18:09-04:00,30,0.019,61,2
3/24/14,walking,walking,2014-03-24T14:22:39-04:00,2014-03-24T14:34:15-04:00,696,0.483,1113,51
3/24/14,walking,walking,2014-03-24T15:02:01-04:00,2014-03-24T15:06:49-04:00,288,0.136,292,14
3/24/14,walking,walking,2014-03-24T16:01:25-04:00,2014-03-24T16:04:25-04:00,180,0.165,355,17
3/24/14,walking,walking,2014-03-24T18:52:09-04:00,2014-03-24T18:54:09-04:00,120,0.066,142,7
3/24/14,walking,walking,2014-03-24T20:23:49-04:00,2014-03-24T20:33:40-04:00,591,0.496,1015,52
3/24/14,walking,walking,2014-03-24T20:34:54-04:00,2014-03-24T20:35:24-04:00,30,0.012,40,1
3/24/14,walking,walking,2014-03-24T21:08:31-04:00,2014-03-24T21:10:01-04:00,90,0.035,111,4
3/24/14,walking,walking,2014-03-24T23:09:55-04:00,2014-03-24T23:10:55-04:00,60,0.032,101,3
3/25/14,walking,walking,2014-03-25T08:55:35-04:00,2014-03-25T08:56:05-04:00,30,0.012,41,1
3/25/14,walking,walking,2014-03-25T09:04:35-04:00,2014-03-25T09:06:35-04:00,120,0.062,132,6
3/25/14,walking,walking,2014-03-25T10:08:09-04:00,2014-03-25T10:08:12-04:00,3,0.001,3,0
3/25/14,walking,walking,2014-03-25T10:12:57-04:00,2014-03-25T10:17:04-04:00,247,0.127,344,13
3/25/14,walking,walking,2014-03-25T10:54:15-04:00,2014-03-25T10:54:45-04:00,30,0.022,71,2
3/25/14,walking,walking,2014-03-25T11:16:53-04:00,2014-03-25T11:19:53-04:00,180,0.147,315,15
3/25/14,transport,transport,2014-03-25T11:22:22-04:00,2014-03-25T11:47:57-04:00,1535,17.529,0,0
3/25/14,walking,walking,2014-03-25T11:51:25-04:00,2014-03-25T11:53:25-04:00,120,0.099,213,10
3/25/14,walking,walking,2014-03-25T12:03:26-04:00,2014-03-25T12:04:26-04:00,60,0.022,71,2
3/25/14,walking,walking,2014-03-25T13:45:03-04:00,2014-03-25T13:45:33-04:00,30,0.012,41,1
3/25/14,walking,walking,2014-03-25T13:47:00-04:00,2014-03-25T13:49:04-04:00,124,0.065,209,7
3/25/14,transport,transport,2014-03-25T13:49:04-04:00,2014-03-25T13:53:12-04:00,248,0.677,0,0
3/25/14,walking,walking,2014-03-25T13:54:34-04:00,2014-03-25T13:55:34-04:00,60,0.029,91,3
3/25/14,walking,walking,2014-03-25T14:45:03-04:00,2014-03-25T14:48:31-04:00,208,0.081,105,8
3/25/14,transport,transport,2014-03-25T14:48:31-04:00,2014-03-25T15:14:33-04:00,1562,18.328,0,0
3/25/14,walking,walking,2014-03-25T15:14:32-04:00,2014-03-25T15:29:04-04:00,872,0.652,1350,68
3/25/14,walking,walking,2014-03-25T15:30:33-04:00,2014-03-25T15:32:03-04:00,90,0.035,111,4
3/25/14,walking,walking,2014-03-25T15:39:03-04:00,2014-03-25T15:40:33-04:00,90,0.044,142,5
3/25/14,walking,walking,2014-03-25T16:31:07-04:00,2014-03-25T16:36:00-04:00,293,0.183,392,19
3/25/14,walking,walking,2014-03-25T17:00:00-04:00,2014-03-25T17:01:40-04:00,100,0.031,79,3
3/25/14,walking,walking,2014-03-25T20:25:26-04:00,2014-03-25T20:38:18-04:00,772,0.549,1170,57
3/25/14,walking,walking,2014-03-25T20:43:17-04:00,2014-03-25T20:43:47-04:00,30,0.012,40,1
