Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
7/21/14,walking,walking,2014-07-21T06:25:23-05:00,2014-07-21T06:28:53-05:00,210,0.099,213,10
7/21/14,walking,walking,2014-07-21T07:05:33-05:00,2014-07-21T07:07:33-05:00,120,0.057,182,6
7/21/14,walking,walking,2014-07-21T07:54:13-05:00,2014-07-21T08:02:27-05:00,494,0.337,759,35
7/21/14,bus,transport,2014-07-21T08:02:26-05:00,2014-07-21T08:30:27-05:00,1681,3.084,0,0
7/21/14,walking,walking,2014-07-21T08:30:27-05:00,2014-07-21T08:38:02-05:00,455,0.306,656,32
7/21/14,walking,walking,2014-07-21T08:38:28-05:00,2014-07-21T08:38:58-05:00,30,0.016,51,2
7/21/14,walking,walking,2014-07-21T09:24:44-05:00,2014-07-21T09:25:44-05:00,60,0.032,101,3
7/21/14,walking,walking,2014-07-21T09:28:05-05:00,2014-07-21T09:33:14-05:00,309,0.141,417,15
7/21/14,underground,transport,2014-07-21T09:33:15-05:00,2014-07-21T09:59:17-05:00,1562,4.982,0,0
7/21/14,walking,walking,2014-07-21T09:59:17-05:00,2014-07-21T10:17:14-05:00,1077,0.654,1374,69
7/21/14,walking,walking,2014-07-21T10:18:17-05:00,2014-07-21T10:21:17-05:00,180,0.113,243,12
7/21/14,transport,transport,2014-07-21T11:01:40-05:00,2014-07-21T12:23:44-05:00,4924,463.663,0,0
7/21/14,walking,walking,2014-07-21T12:31:09-05:00,2014-07-21T12:37:10-05:00,361,0.238,448,25
7/21/14,walking,walking,2014-07-21T12:43:40-05:00,2014-07-21T12:45:10-05:00,90,0.041,131,4
7/21/14,transport,transport,2014-07-21T12:58:04-05:00,2014-07-21T13:18:42-05:00,1238,8.385,0,0
7/21/14,walking,walking,2014-07-21T13:18:42-05:00,2014-07-21T13:29:58-05:00,676,0.490,1053,51
7/21/14,walking,walking,2014-07-21T13:31:13-05:00,2014-07-21T13:33:43-05:00,150,0.104,223,11
7/21/14,walking,walking,2014-07-21T14:20:36-05:00,2014-07-21T14:21:06-05:00,30,0.016,50,2
7/21/14,walking,walking,2014-07-21T16:04:49-05:00,2014-07-21T16:05:19-05:00,30,0.013,41,1
7/21/14,walking,walking,2014-07-21T17:03:14-05:00,2014-07-21T17:04:44-05:00,90,0.038,121,4
7/21/14,walking,walking,2014-07-21T17:35:15-05:00,2014-07-21T17:56:00-05:00,1245,0.921,1978,97
7/21/14,walking,walking,2014-07-21T18:00:00-05:00,2014-07-21T18:00:30-05:00,30,0.009,20,1
7/21/14,walking,walking,2014-07-21T18:06:54-05:00,2014-07-21T18:18:32-05:00,698,0.516,1178,54
7/21/14,walking,walking,2014-07-21T19:28:37-05:00,2014-07-21T19:29:37-05:00,60,0.019,61,2
7/21/14,walking,walking,2014-07-21T20:08:57-05:00,2014-07-21T20:09:27-05:00,30,0.009,20,1
7/21/14,walking,walking,2014-07-21T22:38:29-05:00,2014-07-21T22:39:29-05:00,60,0.025,81,3
