Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
10/6/14,walking,walking,2014-10-06T06:01:13-05:00,2014-10-06T06:02:13-05:00,60,0.022,71,2
10/6/14,walking,walking,2014-10-06T07:16:04-05:00,2014-10-06T07:17:34-05:00,90,0.032,102,3
10/6/14,walking,walking,2014-10-06T07:36:03-05:00,2014-10-06T07:59:05-05:00,1382,1.174,2305,123
10/6/14,walking,walking,2014-10-06T08:00:34-05:00,2014-10-06T08:04:04-05:00,210,0.114,244,12
10/6/14,walking,walking,2014-10-06T09:31:41-05:00,2014-10-06T09:36:14-05:00,273,0.167,359,18
10/6/14,walking,walking,2014-10-06T11:16:03-05:00,2014-10-06T11:19:03-05:00,180,0.128,275,13
10/6/14,walking,walking,2014-10-06T11:30:17-05:00,2014-10-06T11:44:10-05:00,833,0.649,1399,68
10/6/14,walking,walking,2014-10-06T11:45:35-05:00,2014-10-06T11:47:05-05:00,90,0.041,132,4
10/6/14,walking,walking,2014-10-06T12:25:39-05:00,2014-10-06T12:40:35-05:00,896,0.634,1376,66
10/6/14,walking,walking,2014-10-06T12:58:26-05:00,2014-10-06T12:59:26-05:00,60,0.032,102,3
10/6/14,walking,walking,2014-10-06T13:01:25-05:00,2014-10-06T13:17:00-05:00,935,0.729,1346,76
10/6/14,walking,walking,2014-10-06T13:58:03-05:00,2014-10-06T14:05:26-05:00,443,0.271,640,28
10/6/14,walking,walking,2014-10-06T18:18:02-05:00,2014-10-06T18:30:52-05:00,770,0.631,1157,66
10/6/14,walking,walking,2014-10-06T20:09:52-05:00,2014-10-06T20:15:34-05:00,342,0.173,411,18
10/6/14,walking,walking,2014-10-06T20:17:59-05:00,2014-10-06T20:32:36-05:00,877,0.599,1310,63
10/6/14,walking,walking,2014-10-06T22:25:22-05:00,2014-10-06T22:25:52-05:00,30,0.012,41,1
10/7/14,walking,walking,2014-10-07T06:09:55-05:00,2014-10-07T06:12:55-05:00,180,0.084,172,9
10/7/14,walking,walking,2014-10-07T06:37:47-05:00,2014-10-07T07:02:21-05:00,1474,1.315,2472,138
10/7/14,walking,walking,2014-10-07T07:04:15-05:00,2014-10-07T07:05:15-05:00,60,0.029,91,3
10/7/14,walking,walking,2014-10-07T07:56:40-05:00,2014-10-07T08:06:54-05:00,614,0.262,842,27
10/7/14,walking,walking,2014-10-07T11:17:17-05:00,2014-10-07T11:23:17-05:00,360,0.265,569,28
10/7/14,walking,walking,2014-10-07T12:17:59-05:00,2014-10-07T12:21:40-05:00,221,0.201,374,21
10/7/14,walking,walking,2014-10-07T12:24:04-05:00,2014-10-07T12:26:04-05:00,120,0.071,152,7
10/7/14,walking,walking,2014-10-07T14:03:44-05:00,2014-10-07T14:04:14-05:00,30,0.009,30,1
10/7/14,walking,walking,2014-10-07T14:05:43-05:00,2014-10-07T14:10:52-05:00,309,0.199,408,21
10/7/14,walking,walking,2014-10-07T14:12:45-05:00,2014-10-07T14:14:15-05:00,90,0.041,132,4
10/7/14,walking,walking,2014-10-07T14:16:02-05:00,2014-10-07T14:19:23-05:00,201,0.106,340,11
10/7/14,walking,walking,2014-10-07T14:20:45-05:00,2014-10-07T14:22:15-05:00,90,0.044,142,5
10/7/14,walking,walking,2014-10-07T17:05:02-05:00,2014-10-07T17:16:11-05:00,669,0.755,1109,79
10/7/14,walking,walking,2014-10-07T17:17:36-05:00,2014-10-07T17:18:06-05:00,30,0.012,41,1
10/7/14,walking,walking,2014-10-07T19:13:42-05:00,2014-10-07T19:19:05-05:00,323,0.239,536,25
10/7/14,walking,walking,2014-10-07T19:20:34-05:00,2014-10-07T19:21:04-05:00,30,0.012,41,1
10/7/14,walking,walking,2014-10-07T20:39:37-05:00,2014-10-07T20:55:14-05:00,937,0.726,1625,76
10/7/14,walking,walking,2014-10-07T21:06:10-05:00,2014-10-07T21:07:10-05:00,60,0.019,60,2
10/8/14,walking,walking,2014-10-08T05:00:09-05:00,2014-10-08T05:01:39-05:00,90,0.032,101,3
10/8/14,walking,walking,2014-10-08T06:16:01-05:00,2014-10-08T06:40:14-05:00,1453,1.350,2436,141
10/8/14,walking,walking,2014-10-08T06:46:03-05:00,2014-10-08T06:47:03-05:00,60,0.029,91,3
