Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
3/1/14,walking,walking,2014-03-01T08:43:23-06:00,2014-03-01T08:43:53-06:00,30,0.016,51,2
3/1/14,walking,walking,2014-03-01T08:48:55-06:00,2014-03-01T08:56:43-06:00,468,0.414,852,43
3/1/14,walking,walking,2014-03-01T08:57:59-06:00,2014-03-01T08:58:59-06:00,60,0.032,101,3
3/1/14,walking,walking,2014-03-01T09:03:29-06:00,2014-03-01T09:08:12-06:00,283,0.180,387,19
3/1/14,transport,transport,2014-03-01T09:43:26-06:00,2014-03-01T10:05:15-06:00,1309,3.116,0,0
3/1/14,walking,walking,2014-03-01T10:05:14-06:00,2014-03-01T10:11:50-06:00,396,0.247,525,26
3/1/14,walking,walking,2014-03-01T10:13:14-06:00,2014-03-01T10:14:44-06:00,90,0.041,131,4
3/1/14,walking,walking,2014-03-01T11:07:12-06:00,2014-03-01T11:07:42-06:00,30,0.022,71,2
3/1/14,walking,walking,2014-03-01T13:49:58-06:00,2014-03-01T13:51:28-06:00,90,0.047,152,5
3/1/14,walking,walking,2014-03-01T14:00:28-06:00,2014-03-01T14:02:58-06:00,150,0.094,203,10
3/1/14,walking,walking,2014-03-01T15:54:46-06:00,2014-03-01T15:55:46-06:00,60,0.029,91,3
3/1/14,walking,walking,2014-03-01T16:26:32-06:00,2014-03-01T16:27:02-06:00,30,0.016,51,2
3/1/14,walking,walking,2014-03-01T20:48:52-06:00,2014-03-01T20:49:22-06:00,30,0.016,51,2
3/1/14,walking,walking,2014-03-01T21:04:05-06:00,2014-03-01T21:05:05-06:00,60,0.032,101,3
3/1/14,transport,transport,2014-03-01T21:09:22-06:00,2014-03-01T21:25:26-06:00,964,3.793,0,0
3/1/14,walking,walking,2014-03-01T21:25:35-06:00,2014-03-01T21:26:35-06:00,60,0.032,101,3
3/2/14,transport,transport,2014-03-02T15:09:08-06:00,2014-03-02T15:25:48-06:00,1000,0.775,0,0
3/2/14,walking,walking,2014-03-02T15:36:48-06:00,2014-03-02T15:37:48-06:00,60,0.041,132,4
3/2/14,transport,transport,2014-03-02T15:49:15-06:00,2014-03-02T15:55:24-06:00,369,0.634,0,0
3/2/14,walking,walking,2014-03-02T15:55:25-06:00,2014-03-02T16:01:19-06:00,354,0.277,647,29
3/4/14,bus,transport,2014-03-04T08:19:58-06:00,2014-03-04T08:24:42-06:00,284,0.608,0,0
3/4/14,walking,walking,2014-03-04T08:24:42-06:00,2014-03-04T08:28:42-06:00,240,0.239,446,25
3/4/14,underground,transport,2014-03-04T08:28:42-06:00,2014-03-04T08:46:13-06:00,1051,2.662,0,0
3/4/14,walking,walking,2014-03-04T08:46:13-06:00,2014-03-04T08:50:36-06:00,263,0.155,286,16
3/4/14,walking,walking,2014-03-04T08:52:44-06:00,2014-03-04T08:58:14-06:00,330,0.255,547,27
3/4/14,walking,walking,2014-03-04T09:06:44-06:00,2014-03-04T09:08:14-06:00,90,0.044,142,5
