Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
9/1/14,walking,walking,2014-09-01T07:15:09-05:00,2014-09-01T07:17:09-05:00,120,0.053,172,6
9/1/14,walking,walking,2014-09-01T08:47:42-05:00,2014-09-01T08:48:12-05:00,30,0.009,30,1
9/1/14,walking,walking,2014-09-01T13:55:48-05:00,2014-09-01T13:56:48-05:00,60,0.019,51,2
9/1/14,walking,walking,2014-09-01T14:04:33-05:00,2014-09-01T14:50:24-05:00,2751,1.947,4308,204
9/1/14,walking,walking,2014-09-01T14:53:18-05:00,2014-09-01T14:54:48-05:00,90,0.038,122,4
9/1/14,walking,walking,2014-09-01T15:14:32-05:00,2014-09-01T15:20:32-05:00,360,0.226,485,24
9/1/14,walking,walking,2014-09-01T15:46:33-05:00,2014-09-01T16:08:23-05:00,1310,1.095,2250,115
9/1/14,walking,walking,2014-09-01T16:12:56-05:00,2014-09-01T16:13:26-05:00,30,0.012,40,1
9/1/14,walking,walking,2014-09-01T17:11:15-05:00,2014-09-01T17:14:15-05:00,180,0.104,223,11
9/1/14,walking,walking,2014-09-01T18:03:45-05:00,2014-09-01T18:15:10-05:00,685,0.499,1116,52
9/1/14,walking,walking,2014-09-01T18:19:57-05:00,2014-09-01T18:29:38-05:00,581,0.464,858,49
9/2/14,walking,walking,2014-09-02T05:33:01-05:00,2014-09-02T05:34:01-05:00,60,0.019,51,2
9/2/14,walking,walking,2014-09-02T06:19:14-05:00,2014-09-02T06:19:44-05:00,30,0.012,40,1
9/2/14,walking,walking,2014-09-02T06:32:32-05:00,2014-09-02T06:58:49-05:00,1577,1.523,3161,160
9/2/14,walking,walking,2014-09-02T07:46:56-05:00,2014-09-02T07:47:26-05:00,30,0.016,51,2
9/2/14,walking,walking,2014-09-02T07:55:55-05:00,2014-09-02T08:03:40-05:00,465,0.221,596,23
9/2/14,walking,walking,2014-09-02T11:16:05-05:00,2014-09-02T11:17:35-05:00,90,0.050,162,5
9/2/14,walking,walking,2014-09-02T11:19:52-05:00,2014-09-02T11:33:45-05:00,833,0.632,1428,66
9/2/14,walking,walking,2014-09-02T12:13:16-05:00,2014-09-02T12:21:53-05:00,517,0.365,842,38
9/2/14,walking,walking,2014-09-02T12:24:12-05:00,2014-09-02T12:35:37-05:00,685,0.487,1248,51
9/2/14,walking,walking,2014-09-02T12:36:59-05:00,2014-09-02T12:38:59-05:00,120,0.076,162,8
9/2/14,walking,walking,2014-09-02T17:51:15-05:00,2014-09-02T18:08:34-05:00,1039,0.673,1661,71
9/2/14,walking,walking,2014-09-02T19:17:00-05:00,2014-09-02T19:20:54-05:00,234,0.183,376,19
9/2/14,walking,walking,2014-09-02T19:22:19-05:00,2014-09-02T19:22:49-05:00,30,0.009,20,1
9/2/14,walking,walking,2014-09-02T20:17:32-05:00,2014-09-02T20:36:58-05:00,1166,0.761,1709,80
9/2/14,walking,walking,2014-09-02T22:05:28-05:00,2014-09-02T22:05:58-05:00,30,0.009,30,1
9/3/14,walking,walking,2014-09-03T06:31:04-05:00,2014-09-03T06:53:36-05:00,1352,1.515,2800,159
9/3/14,walking,walking,2014-09-03T07:38:07-05:00,2014-09-03T07:39:07-05:00,60,0.025,81,3
9/3/14,walking,walking,2014-09-03T07:47:57-05:00,2014-09-03T07:53:02-05:00,305,0.219,413,23
9/3/14,walking,walking,2014-09-03T07:55:12-05:00,2014-09-03T07:58:42-05:00,210,0.180,385,19
9/3/14,walking,walking,2014-09-03T09:30:23-05:00,2014-09-03T09:32:59-05:00,156,0.112,242,12
9/3/14,walking,walking,2014-09-03T11:19:38-05:00,2014-09-03T11:39:57-05:00,1219,1.321,2019,138
9/3/14,walking,walking,2014-09-03T13:16:21-05:00,2014-09-03T13:33:17-05:00,1016,0.814,1767,85
9/3/14,walking,walking,2014-09-03T13:59:29-05:00,2014-09-03T14:33:01-05:00,2012,1.511,3039,158
9/3/14,walking,walking,2014-09-03T14:34:56-05:00,2014-09-03T14:35:26-05:00,30,0.009,30,1
9/3/14,walking,walking,2014-09-03T16:06:46-05:00,2014-09-03T16:10:46-05:00,240,0.170,365,18
9/3/14,walking,walking,2014-09-03T16:15:13-05:00,2014-09-03T16:25:17-05:00,604,0.531,735,56
9/3/14,walking,walking,2014-09-03T17:35:56-05:00,2014-09-03T17:36:26-05:00,30,0.016,51,2
9/3/14,walking,walking,2014-09-03T18:00:21-05:00,2014-09-03T18:00:51-05:00,30,0.009,30,1
9/3/14,walking,walking,2014-09-03T18:03:15-05:00,2014-09-03T18:20:42-05:00,1047,0.764,1613,80
9/3/14,walking,walking,2014-09-03T18:23:57-05:00,2014-09-03T18:24:27-05:00,30,0.022,71,2
9/4/14,walking,walking,2014-09-04T05:33:11-05:00,2014-09-04T05:33:41-05:00,30,0.012,40,1
9/4/14,walking,walking,2014-09-04T06:24:26-05:00,2014-09-04T06:24:56-05:00,30,0.009,20,1
9/4/14,walking,walking,2014-09-04T06:26:39-05:00,2014-09-04T06:48:36-05:00,1317,1.455,2619,152
9/4/14,walking,walking,2014-09-04T06:51:31-05:00,2014-09-04T06:52:31-05:00,60,0.035,111,4
9/4/14,walking,walking,2014-09-04T07:53:09-05:00,2014-09-04T07:54:09-05:00,60,0.029,91,3
9/4/14,walking,walking,2014-09-04T07:56:55-05:00,2014-09-04T08:03:22-05:00,387,0.231,507,24
9/4/14,walking,walking,2014-09-04T09:31:04-05:00,2014-09-04T09:37:53-05:00,409,0.313,672,33
9/4/14,walking,walking,2014-09-04T11:08:03-05:00,2014-09-04T11:14:06-05:00,363,0.272,584,29
9/4/14,walking,walking,2014-09-04T12:02:25-05:00,2014-09-04T12:02:55-05:00,30,0.016,51,2
9/4/14,walking,walking,2014-09-04T12:04:43-05:00,2014-09-04T12:12:00-05:00,437,0.190,611,20
9/4/14,walking,walking,2014-09-04T13:50:02-05:00,2014-09-04T14:12:25-05:00,1343,0.843,1840,88
9/4/14,walking,walking,2014-09-04T14:15:53-05:00,2014-09-04T14:27:01-05:00,668,0.570,1129,60
9/4/14,walking,walking,2014-09-04T14:28:24-05:00,2014-09-04T14:28:54-05:00,30,0.009,20,1
9/4/14,walking,walking,2014-09-04T15:11:43-05:00,2014-09-04T15:12:43-05:00,60,0.022,71,2
9/4/14,walking,walking,2014-09-04T16:00:17-05:00,2014-09-04T16:41:25-05:00,2468,1.582,3124,166
9/4/14,walking,walking,2014-09-04T20:44:10-05:00,2014-09-04T20:45:10-05:00,60,0.022,71,2
9/4/14,walking,walking,2014-09-04T23:33:07-05:00,2014-09-04T23:33:37-05:00,30,0.012,41,1
9/5/14,walking,walking,2014-09-05T05:42:37-05:00,2014-09-05T05:45:37-05:00,180,0.084,111,9
9/5/14,walking,walking,2014-09-05T06:19:20-05:00,2014-09-05T06:20:20-05:00,60,0.025,81,3
9/5/14,walking,walking,2014-09-05T06:29:13-05:00,2014-09-05T06:51:33-05:00,1340,1.901,2549,199
9/5/14,walking,walking,2014-09-05T06:53:01-05:00,2014-09-05T06:56:31-05:00,210,0.203,436,21
9/5/14,walking,walking,2014-09-05T07:51:44-05:00,2014-09-05T07:52:44-05:00,60,0.035,111,4
9/5/14,walking,walking,2014-09-05T07:55:31-05:00,2014-09-05T08:02:34-05:00,423,0.207,621,22
9/5/14,walking,walking,2014-09-05T09:35:32-05:00,2014-09-05T09:41:21-05:00,349,0.224,482,24
9/5/14,walking,walking,2014-09-05T11:11:38-05:00,2014-09-05T11:14:12-05:00,154,0.122,261,13
9/5/14,walking,walking,2014-09-05T12:29:24-05:00,2014-09-05T12:31:26-05:00,122,0.096,205,10
9/5/14,walking,walking,2014-09-05T12:34:57-05:00,2014-09-05T13:04:37-05:00,1780,1.468,3400,154
9/5/14,walking,walking,2014-09-05T13:42:53-05:00,2014-09-05T13:58:01-05:00,908,0.713,1463,75
9/5/14,walking,walking,2014-09-05T14:06:39-05:00,2014-09-05T14:21:49-05:00,910,0.688,1435,72
9/5/14,walking,walking,2014-09-05T14:27:45-05:00,2014-09-05T14:28:45-05:00,60,0.032,101,3
9/5/14,walking,walking,2014-09-05T15:34:34-05:00,2014-09-05T15:35:29-05:00,55,0.024,77,2
9/5/14,walking,walking,2014-09-05T16:00:00-05:00,2014-09-05T16:04:36-05:00,276,0.149,319,16
9/5/14,walking,walking,2014-09-05T16:43:19-05:00,2014-09-05T17:01:25-05:00,1086,0.861,1914,90
9/5/14,walking,walking,2014-09-05T17:02:53-05:00,2014-09-05T17:03:23-05:00,30,0.016,51,2
9/5/14,walking,walking,2014-09-05T19:11:48-05:00,2014-09-05T19:17:01-05:00,313,0.149,464,16
9/5/14,walking,walking,2014-09-05T19:22:30-05:00,2014-09-05T19:23:00-05:00,30,0.016,51,2
9/6/14,walking,walking,2014-09-06T07:01:19-05:00,2014-09-06T07:03:05-05:00,106,0.036,115,4
9/6/14,walking,walking,2014-09-06T07:48:44-05:00,2014-09-06T08:12:52-05:00,1448,1.457,2699,153
9/6/14,walking,walking,2014-09-06T10:19:28-05:00,2014-09-06T10:28:28-05:00,540,0.378,811,40
9/6/14,walking,walking,2014-09-06T11:36:52-05:00,2014-09-06T12:09:24-05:00,1952,1.588,3190,166
9/6/14,walking,walking,2014-09-06T12:11:42-05:00,2014-09-06T12:12:12-05:00,30,0.016,51,2
9/6/14,walking,walking,2014-09-06T12:13:39-05:00,2014-09-06T12:16:47-05:00,188,0.138,360,14
9/6/14,walking,walking,2014-09-06T13:16:48-05:00,2014-09-06T13:18:48-05:00,120,0.047,152,5
9/6/14,walking,walking,2014-09-06T16:56:24-05:00,2014-09-06T16:56:54-05:00,30,0.012,41,1
9/6/14,walking,walking,2014-09-06T17:00:57-05:00,2014-09-06T17:05:00-05:00,243,0.119,256,12
9/6/14,walking,walking,2014-09-06T18:00:00-05:00,2014-09-06T18:01:27-05:00,87,0.027,67,3
9/6/14,walking,walking,2014-09-06T18:32:14-05:00,2014-09-06T18:37:52-05:00,338,0.198,509,21
9/6/14,walking,walking,2014-09-06T18:42:21-05:00,2014-09-06T18:42:51-05:00,30,0.009,30,1
9/6/14,walking,walking,2014-09-06T18:52:50-05:00,2014-09-06T18:57:28-05:00,278,0.207,502,22
9/6/14,walking,walking,2014-09-06T19:39:05-05:00,2014-09-06T19:41:05-05:00,120,0.043,141,5
9/6/14,walking,walking,2014-09-06T20:01:41-05:00,2014-09-06T20:16:23-05:00,882,0.538,1287,56
9/6/14,walking,walking,2014-09-06T20:18:46-05:00,2014-09-06T20:20:16-05:00,90,0.028,90,3
9/7/14,walking,walking,2014-09-07T07:22:22-05:00,2014-09-07T07:22:52-05:00,30,0.009,30,1
9/7/14,walking,walking,2014-09-07T08:04:18-05:00,2014-09-07T08:04:48-05:00,30,0.012,40,1
9/7/14,walking,walking,2014-09-07T09:03:47-05:00,2014-09-07T09:05:47-05:00,120,0.089,192,9
9/7/14,walking,walking,2014-09-07T14:31:11-05:00,2014-09-07T14:32:11-05:00,60,0.025,81,3
9/7/14,walking,walking,2014-09-07T15:38:51-05:00,2014-09-07T15:51:21-05:00,750,0.551,1065,58
9/7/14,walking,walking,2014-09-07T15:51:22-05:00,2014-09-07T15:53:12-05:00,110,0.065,210,7
9/7/14,walking,walking,2014-09-07T16:03:30-05:00,2014-09-07T16:07:03-05:00,213,0.121,259,13
9/7/14,walking,walking,2014-09-07T16:50:08-05:00,2014-09-07T17:09:21-05:00,1153,0.746,1693,78
9/7/14,walking,walking,2014-09-07T17:16:15-05:00,2014-09-07T17:16:45-05:00,30,0.009,20,1
9/8/14,walking,walking,2014-09-08T06:17:27-05:00,2014-09-08T06:44:26-05:00,1619,1.341,3441,140
9/8/14,walking,walking,2014-09-08T06:45:18-05:00,2014-09-08T06:45:48-05:00,30,0.019,61,2
9/8/14,walking,walking,2014-09-08T07:46:58-05:00,2014-09-08T07:52:53-05:00,355,0.233,499,24
9/8/14,walking,walking,2014-09-08T07:56:26-05:00,2014-09-08T07:57:07-05:00,41,0.062,83,7
9/8/14,walking,walking,2014-09-08T07:58:31-05:00,2014-09-08T08:03:02-05:00,271,0.186,446,19
9/8/14,walking,walking,2014-09-08T09:32:04-05:00,2014-09-08T09:39:52-05:00,468,0.329,705,34
9/8/14,walking,walking,2014-09-08T11:23:55-05:00,2014-09-08T11:30:28-05:00,393,0.319,685,33
9/8/14,walking,walking,2014-09-08T14:20:18-05:00,2014-09-08T14:31:49-05:00,691,0.521,1117,55
9/8/14,walking,walking,2014-09-08T15:05:06-05:00,2014-09-08T15:06:06-05:00,60,0.032,101,3
9/8/14,walking,walking,2014-09-08T15:09:28-05:00,2014-09-08T15:21:45-05:00,737,0.604,1188,63
9/8/14,walking,walking,2014-09-08T15:23:55-05:00,2014-09-08T15:30:38-05:00,403,0.446,940,47
9/8/14,walking,walking,2014-09-08T15:36:14-05:00,2014-09-08T15:40:59-05:00,285,0.158,435,17
9/8/14,walking,walking,2014-09-08T18:04:18-05:00,2014-09-08T18:04:48-05:00,30,0.009,30,1
9/8/14,walking,walking,2014-09-08T18:11:43-05:00,2014-09-08T18:22:02-05:00,619,0.542,1149,57
9/8/14,walking,walking,2014-09-08T18:26:00-05:00,2014-09-08T18:27:00-05:00,60,0.038,122,4
9/8/14,walking,walking,2014-09-08T20:05:03-05:00,2014-09-08T20:09:21-05:00,258,0.193,414,20
9/8/14,walking,walking,2014-09-08T20:10:49-05:00,2014-09-08T20:23:54-05:00,785,0.651,1387,68
9/8/14,walking,walking,2014-09-08T20:29:58-05:00,2014-09-08T20:30:28-05:00,30,0.009,20,1
